"Weekly Polio Cases, 1928-1969"
"Data provided by Project Tycho, Data Version 1.0.0, released 28 November 2013."
YEAR,WEEK,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
1928,1,0,-,0,0,9,4,0,0,-,0,1,-,0,2,1,2,0,0,0,0,1,6,2,0,0,1,1,1,-,-,3,0,9,0,-,1,0,6,0,0,1,0,1,3,0,0,-,4,1,1,0
1928,2,0,-,0,0,8,2,0,0,-,0,0,-,0,1,1,-,4,0,1,1,1,6,2,1,0,2,0,1,-,-,1,0,6,1,3,-,1,4,3,0,1,0,1,2,0,0,-,6,4,1,0
1928,3,1,-,0,0,6,0,1,0,-,0,-,-,0,2,1,-,0,0,0,0,0,3,1,0,0,1,1,0,-,-,0,0,4,0,0,4,0,10,2,0,6,0,0,0,0,0,-,2,2,1,0
1928,4,0,-,1,2,4,2,1,0,0,0,0,-,0,4,4,0,0,0,0,0,0,1,1,0,0,2,0,0,-,0,1,0,7,0,1,0,2,5,2,0,4,0,1,3,0,0,-,1,2,0,0
1928,5,0,-,1,0,17,0,2,0,0,0,0,-,0,3,0,1,0,0,0,3,2,1,2,0,0,0,0,2,-,0,1,2,8,0,0,2,0,3,0,0,3,1,0,3,0,0,-,2,1,1,0
1928,6,0,-,0,0,12,1,0,0,0,0,0,-,-,2,0,0,0,0,0,0,0,2,3,0,0,0,0,1,-,0,0,0,3,0,0,3,1,2,4,0,1,2,1,0,1,0,1,1,0,4,0
1928,7,2,-,0,0,7,0,0,0,0,0,0,-,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-,1,1,1,2,1,1,3,1,3,1,0,0,0,0,0,2,0,-,0,0,2,0
1928,8,3,-,0,0,6,0,0,0,-,2,0,-,0,1,0,1,0,0,1,0,0,2,1,1,1,0,0,0,-,-,0,2,4,0,0,2,4,1,1,0,1,1,0,0,0,0,-,1,0,1,0
1928,9,0,-,0,0,8,0,1,0,0,0,0,-,1,1,0,0,0,0,2,0,2,6,0,0,2,0,0,1,-,1,0,0,4,1,1,1,1,3,2,0,2,0,0,0,0,0,1,4,1,0,0
1928,10,0,-,0,0,6,1,0,0,-,1,0,-,0,3,1,0,1,0,0,2,0,1,0,0,0,1,-,2,-,0,0,0,5,0,1,0,1,2,0,0,1,0,0,0,0,0,-,1,1,0,0
1928,11,1,-,0,1,3,0,0,0,-,0,0,-,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,-,0,1,-,0,0,1,2,0,2,1,0,1,3,0,0,0,0,-,3,1,0,0
1928,12,1,-,0,0,2,0,0,0,1,0,0,-,0,2,0,0,1,3,0,0,0,1,1,0,0,2,0,0,-,0,1,0,9,0,0,2,1,1,3,0,0,-,0,0,0,0,-,0,1,2,0
1928,13,0,-,1,0,3,0,0,0,-,0,0,-,1,0,0,0,2,0,0,1,0,0,0,1,1,2,0,0,-,0,0,0,5,0,0,4,0,3,0,0,1,1,2,0,0,0,-,1,0,1,1
1928,14,0,-,0,0,4,1,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,4,0,2,2,1,0,-,-,0,3,1,1,0,0,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
1928,15,2,-,0,0,5,0,0,0,-,1,0,-,0,1,0,0,0,0,0,0,0,0,0,1,-,0,0,0,-,0,0,1,1,0,2,4,1,0,1,0,0,0,0,0,0,0,-,0,0,3,0
1928,16,2,-,0,0,1,0,0,0,0,0,0,-,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,-,0,1,0,1,2,0,1,2,1,2,0,0,0,0,0,0,0,0,2,0,1,0
1928,17,0,-,0,0,6,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-,0,0,0,0,1,0,1,0,0,2,0,1,1,1,0,1,0,-,2,0,0,0
1928,18,0,-,0,0,11,0,0,0,-,1,0,-,0,1,0,-,0,0,0,0,0,2,0,1,0,0,0,0,-,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,-,0,0,1,0
1928,19,3,-,0,0,7,0,0,0,2,0,0,-,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,-,0,0,0,4,1,0,1,0,1,3,0,1,0,0,0,0,1,-,0,0,3,0
1928,20,1,-,0,0,2,0,0,0,0,0,0,-,0,1,0,-,1,0,0,0,0,1,1,0,0,0,0,0,-,0,3,0,6,0,0,2,0,0,1,0,0,1,1,0,0,0,-,0,0,1,0
1928,21,0,-,2,1,3,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,-,0,1,0,2,1,0,1,0,1,1,0,6,0,0,1,0,0,-,2,1,0,0
1928,22,1,-,0,0,6,-,1,0,0,2,0,-,0,1,0,0,0,0,1,1,3,4,1,1,0,0,0,0,-,0,0,0,1,1,0,2,0,0,1,0,0,0,0,3,0,0,-,2,0,0,0
1928,23,0,-,0,0,6,0,0,1,0,1,0,-,0,2,0,0,0,0,0,0,1,2,2,0,1,0,0,0,-,0,3,0,2,1,0,1,1,0,1,0,2,0,0,0,0,0,-,2,1,1,0
1928,24,0,-,0,0,4,1,1,0,0,1,0,-,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,-,0,0,0,6,0,0,1,2,1,1,0,3,0,0,1,0,0,1,0,0,1,0
1928,25,0,-,0,0,3,0,1,0,0,0,0,-,1,0,2,0,0,1,1,0,2,3,1,1,0,0,1,0,-,0,0,0,2,0,1,2,0,1,3,0,4,1,1,0,0,0,-,0,1,0,0
1928,26,1,-,0,0,8,0,1,0,0,0,-,-,0,1,1,0,1,0,1,0,3,2,0,0,0,0,0,0,-,0,2,0,7,2,1,3,1,3,1,0,2,1,0,0,0,0,-,1,0,0,0
1928,27,2,-,0,1,6,0,1,0,0,2,0,-,0,0,0,1,0,0,0,0,2,3,0,1,1,0,0,0,-,-,2,1,3,3,0,1,0,2,0,0,1,0,0,0,0,1,-,0,4,1,0
1928,28,1,-,1,0,6,0,0,0,0,0,0,-,0,4,0,0,1,0,0,1,1,1,1,2,2,0,0,0,-,1,2,0,8,2,4,3,0,0,0,1,0,0,0,2,0,0,-,1,0,0,0
1928,29,1,-,0,0,2,0,3,1,-,1,1,-,0,3,1,0,2,2,0,0,4,1,0,2,6,2,0,0,-,-,0,0,20,2,1,4,0,0,3,0,4,0,0,2,0,0,-,2,0,1,0
1928,30,2,-,0,0,7,0,1,0,-,0,1,-,0,3,0,0,0,4,0,4,6,8,0,1,0,0,0,0,-,0,1,1,21,4,1,13,1,1,1,0,1,0,2,1,0,1,0,7,4,1,0
1928,31,1,-,0,0,6,3,3,-,1,1,0,-,0,3,0,1,0,3,0,1,5,25,1,4,1,0,0,1,-,2,4,2,51,3,20,4,1,2,4,0,4,0,2,0,0,0,4,24,2,2,0
1928,32,2,-,0,0,4,1,3,1,1,0,0,-,4,1,1,2,3,7,0,0,26,43,0,6,1,0,3,2,-,3,3,0,56,0,13,5,1,5,10,0,1,0,3,0,1,1,1,12,0,1,0
1928,33,1,-,0,1,5,5,5,1,3,0,0,-,1,5,1,2,1,4,0,1,29,-,1,4,1,2,4,0,-,0,10,1,94,2,8,12,2,1,3,0,3,2,2,0,0,0,-,15,4,2,0
1928,34,0,-,0,0,7,9,2,0,0,0,1,-,6,6,0,1,2,7,0,1,39,32,1,8,0,0,13,1,-,1,8,0,-,-,12,17,0,0,12,0,1,0,2,0,0,1,2,16,24,2,0
1928,35,1,-,0,0,5,0,4,1,3,2,0,-,6,8,0,0,3,3,0,1,35,37,1,8,1,0,8,0,-,1,5,0,88,4,11,31,0,1,9,0,2,9,4,5,0,0,-,16,20,1,0
1928,36,1,-,0,0,6,3,4,0,2,0,0,-,1,4,0,6,2,0,0,2,30,33,7,11,0,0,6,6,-,2,2,0,101,-,3,18,0,1,10,1,0,-,1,1,0,7,-,33,27,2,3
1928,37,3,-,0,1,6,7,4,1,6,0,0,-,3,4,1,1,3,2,0,5,26,35,9,25,1,1,5,1,-,2,4,0,87,2,5,15,1,0,14,1,1,2,1,0,0,5,-,29,13,2,0
1928,38,3,-,0,0,4,2,2,0,2,1,1,-,2,6,0,3,6,3,1,2,28,25,5,34,5,2,3,3,-,0,9,1,70,2,11,15,0,0,11,0,0,3,2,1,1,3,1,16,14,2,0
1928,39,4,-,0,0,6,2,2,0,0,-,0,-,1,1,2,3,2,0,0,3,13,20,3,14,0,0,5,2,-,2,1,1,63,0,4,19,0,2,11,0,2,0,1,1,0,1,1,11,11,1,0
1928,40,6,-,1,0,6,10,6,0,2,1,0,-,1,7,2,1,2,2,0,3,4,0,2,14,2,0,1,5,-,2,4,1,32,-,1,14,1,4,33,0,1,2,1,1,1,0,-,17,8,0,1
1928,41,5,-,0,1,2,2,4,0,3,1,1,-,4,3,0,1,2,1,0,2,10,9,2,10,0,0,4,1,-,1,1,0,39,1,8,12,0,3,5,1,5,4,0,1,0,1,-,15,14,0,1
1928,42,0,-,0,0,1,3,3,0,2,0,0,-,0,4,1,1,0,2,0,4,3,10,5,8,0,0,0,3,-,1,4,0,27,1,6,11,0,4,7,3,2,0,0,1,0,0,-,11,9,0,0
1928,43,3,-,0,2,7,3,6,1,1,0,0,-,3,6,1,1,1,0,0,1,3,9,1,8,1,0,1,0,-,0,3,1,20,2,3,8,1,3,8,0,3,0,1,2,1,0,-,15,7,0,0
1928,44,2,-,0,0,4,2,0,0,2,0,2,-,2,2,4,1,1,2,0,2,1,6,3,2,0,1,0,1,-,0,0,0,17,0,1,-,1,4,9,-,1,0,0,0,0,1,-,6,2,1,0
1928,45,4,-,2,0,2,5,1,1,0,0,0,-,0,4,6,1,1,0,1,2,2,0,2,4,0,1,1,1,-,0,0,0,10,1,3,7,1,3,11,2,1,4,0,0,0,3,-,10,4,1,0
1928,46,0,-,0,0,4,0,1,0,2,0,0,-,0,2,0,2,1,2,0,1,0,0,3,9,0,1,2,0,-,0,0,0,9,1,2,8,0,1,3,0,1,3,0,1,0,0,-,8,4,1,0
1928,47,0,-,0,0,6,0,3,0,0,0,0,-,0,2,0,-,0,0,0,0,1,2,2,2,0,0,1,0,-,0,0,1,6,0,3,5,1,0,4,1,1,1,0,0,0,0,-,4,1,1,0
1928,48,0,-,0,0,5,1,2,0,0,2,1,-,0,2,0,0,1,0,0,1,3,4,1,5,0,1,0,0,-,0,1,1,5,2,1,4,1,0,4,0,1,0,1,0,0,0,-,4,0,0,0
1928,49,0,-,2,0,0,0,0,0,0,0,2,-,0,2,0,1,0,0,0,1,3,4,0,2,0,0,1,1,-,0,0,0,4,2,0,2,2,1,1,0,5,2,0,0,1,0,-,3,0,0,0
1928,50,0,-,0,0,3,0,2,0,0,1,0,-,0,1,0,1,0,0,0,-,0,1,1,2,0,1,0,1,-,0,1,0,8,1,1,1,3,1,1,0,3,0,0,0,0,0,2,4,0,1,0
1928,51,2,-,0,0,4,-,0,0,0,0,1,-,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,-,1,0,0,5,0,2,0,0,0,3,0,0,0,0,0,0,0,-,4,5,2,0
1928,52,0,-,0,0,1,0,1,0,0,0,0,-,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,-,0,1,0,2,1,0,2,1,0,3,1,2,0,0,0,0,0,-,1,0,0,0
1929,1,0,-,0,0,1,0,0,0,0,0,0,-,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,-,0,1,0,5,0,0,2,0,0,-,0,0,0,0,0,0,0,-,0,0,1,0
1929,2,0,-,0,0,2,0,0,0,0,0,0,-,0,2,0,1,0,0,0,2,0,1,2,0,0,0,0,0,-,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,-,0,0,0,0
1929,3,0,-,0,0,1,0,1,0,0,0,0,-,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-,0,1,1,0
1929,4,0,-,0,0,3,0,0,0,0,0,0,-,0,3,0,0,0,0,1,0,2,2,2,0,1,0,0,0,-,0,1,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,-,1,1,0,0
1929,5,0,-,0,0,1,0,0,1,0,0,0,-,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,-,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,-,0,0,0,0
1929,6,0,-,0,0,2,0,1,0,0,0,0,-,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,-,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0
1929,7,0,-,1,0,3,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,0,1,0,0,1,0,0,4,0,4,0,0,1,0,0,-,0,0,0,0
1929,8,4,-,0,0,2,1,0,0,0,0,0,-,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,-,1,0,2,0
1929,9,1,-,1,0,2,1,0,0,0,1,0,-,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,1,-,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-,0,0,0,0
1929,10,0,-,1,0,0,3,0,1,0,1,0,-,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,-,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,-,2,0,1,0
1929,11,0,-,0,0,3,0,0,0,0,1,0,-,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,-,0,2,0,0
1929,12,1,-,0,0,8,0,0,0,0,0,0,-,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-,0,1,0,1,2,0,2,0,1,2,0,0,0,0,1,0,0,-,1,0,0,1
1929,13,1,-,0,0,0,0,0,0,0,1,0,-,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,-,0,0,1,0
1929,14,0,-,0,0,1,0,0,0,0,0,0,-,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,-,0,0,0,3,0,0,4,0,1,1,0,1,0,0,0,0,0,-,0,0,0,0
1929,15,1,-,0,0,0,0,0,0,0,4,0,-,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,-,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,-,0,2,1,1
1929,16,0,-,0,0,1,0,0,0,0,4,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,-,0,0,0,0
1929,17,3,-,0,1,1,0,1,0,0,5,0,-,0,1,0,0,1,0,0,1,0,0,2,1,1,0,0,0,-,0,0,0,1,0,0,2,0,1,2,0,2,0,0,0,0,0,-,1,0,0,0
1929,18,0,-,0,0,1,0,0,0,0,4,0,-,1,1,0,0,0,0,0,0,0,3,1,2,1,0,0,0,-,0,0,0,1,1,0,2,1,0,0,0,4,0,0,0,0,0,-,0,0,0,0
1929,19,0,-,0,1,2,-,0,0,0,1,0,-,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-,0,1,0,3,0,1,1,0,0,2,0,0,0,0,2,0,0,-,0,0,1,1
1929,20,1,-,0,0,4,1,0,0,0,0,0,-,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,-,-,0,0,3,3,0,9,0,0,2,1,2,2,0,0,0,0,-,0,0,0,0
1929,21,1,-,0,0,3,0,0,0,0,1,0,-,1,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,-,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-,0,0,1,0
1929,22,0,-,0,1,3,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,-,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,-,0,0,1,0
1929,23,1,-,0,0,3,0,0,0,1,2,0,-,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,-,0,2,1,3,1,1,1,0,0,2,0,3,0,0,0,0,0,-,1,1,0,0
1929,24,2,-,0,0,4,0,0,0,1,0,0,-,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,-,0,1,0,5,3,1,2,1,0,1,0,0,0,1,0,0,0,-,0,1,0,0
1929,25,2,-,0,0,4,0,0,0,0,0,0,-,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-,0,1,0,2,2,1,0,0,1,2,1,0,0,1,0,0,0,-,0,0,1,0
1929,26,3,-,0,0,3,0,2,0,0,0,0,-,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,-,0,0,0,3,5,0,0,0,0,0,0,1,0,2,1,0,0,-,0,0,0,0
1929,27,2,-,0,0,4,0,0,0,0,0,1,-,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,-,0,0,0,4,4,0,1,0,1,0,0,1,0,3,0,0,0,-,0,0,1,0
1929,28,1,-,1,0,6,0,0,0,0,0,1,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,1,1,12,6,0,1,0,1,1,0,4,0,4,1,0,0,-,0,0,0,0
1929,29,2,-,0,0,5,0,0,0,0,0,0,-,0,1,0,0,1,0,0,1,2,2,1,3,1,0,1,0,-,0,2,0,13,14,0,0,0,0,0,1,4,0,10,0,0,1,1,0,0,1,0
1929,30,0,-,0,0,4,0,2,1,0,0,0,-,0,1,0,0,2,1,0,0,0,1,1,2,0,0,0,0,-,0,1,1,10,11,0,3,0,1,1,0,1,0,3,0,0,4,34,0,1,1,0
1929,31,0,-,0,0,1,1,0,0,0,0,0,-,1,1,0,0,1,1,0,0,1,1,9,0,0,1,0,0,-,0,1,1,11,3,1,1,0,1,5,0,1,0,6,0,0,1,14,0,1,0,0
1929,32,2,-,0,0,4,0,2,0,1,0,0,-,0,1,0,0,0,0,0,0,0,1,7,0,1,2,0,0,-,1,1,0,25,11,0,4,2,1,8,2,2,0,6,0,0,0,21,1,2,1,0
1929,33,3,-,0,0,7,0,0,0,0,2,0,-,0,1,1,1,1,0,1,0,1,0,9,1,2,2,1,0,-,0,5,0,32,5,0,4,2,1,14,0,0,0,7,0,0,0,10,0,1,0,0
1929,34,0,-,0,0,11,0,2,0,0,2,1,-,0,3,0,1,1,0,0,0,0,6,5,0,1,0,0,0,-,0,1,0,30,2,0,5,1,0,6,0,3,0,10,1,0,0,8,0,3,0,0
1929,35,1,-,1,0,7,0,2,0,0,0,0,-,2,4,0,1,1,1,0,0,1,2,3,3,0,0,0,0,-,0,2,0,26,3,0,10,0,1,13,0,3,0,4,0,0,2,25,0,6,0,0
1929,36,8,-,1,0,4,0,0,0,1,0,1,-,0,6,1,3,0,0,0,0,0,8,19,0,0,1,1,0,-,0,2,0,36,3,0,10,0,0,9,0,2,0,1,3,0,0,19,0,5,1,0
1929,37,2,-,0,0,6,0,0,1,0,0,2,-,1,1,4,3,1,1,0,2,1,7,12,3,0,1,0,0,-,3,4,0,43,2,1,14,2,0,11,3,1,0,1,0,0,1,10,1,8,0,0
1929,38,3,-,0,0,5,0,0,0,0,0,0,-,0,4,0,5,1,0,0,1,0,3,13,1,0,0,0,0,-,1,3,1,33,4,1,5,2,3,12,0,3,0,1,0,3,5,10,1,2,1,0
1929,39,2,-,0,0,6,1,0,0,0,1,2,-,1,3,2,6,2,0,0,0,1,3,8,0,0,1,0,0,-,0,3,0,42,5,0,9,0,1,7,0,1,0,12,0,0,1,17,0,6,0,0
1929,40,1,-,1,0,2,1,1,0,1,1,1,-,0,2,0,6,1,0,0,1,2,4,11,0,2,0,0,0,-,0,4,0,34,8,2,12,2,0,14,1,3,0,2,0,0,0,21,1,1,0,0
1929,41,1,-,0,0,4,0,0,0,0,0,1,-,0,5,0,4,2,0,0,0,0,10,17,3,0,0,0,0,-,0,3,0,27,2,0,12,0,2,18,1,6,0,3,1,1,4,17,1,3,0,0
1929,42,2,-,0,0,5,0,2,0,0,0,1,-,0,12,1,6,1,0,0,1,0,9,14,0,0,0,0,0,-,0,2,0,31,2,0,7,0,1,11,0,1,0,2,2,0,0,15,2,1,0,0
1929,43,2,-,0,0,0,0,1,1,1,0,4,-,0,3,0,7,0,1,0,0,1,7,8,2,0,0,1,0,-,0,1,0,14,4,1,11,0,2,9,1,5,0,2,1,0,0,9,0,5,0,0
1929,44,0,-,1,0,1,0,0,0,0,0,0,-,0,3,0,6,3,0,0,1,0,4,2,1,0,2,0,1,-,0,2,1,14,3,0,9,0,2,12,0,2,0,1,0,0,0,5,3,0,0,0
1929,45,1,-,0,0,3,0,1,0,0,0,1,-,0,2,2,4,0,1,0,0,2,2,1,1,0,0,0,0,-,0,2,0,10,1,0,2,1,2,3,0,1,0,0,0,0,0,-,2,0,1,0
1929,46,2,-,1,0,3,0,1,0,0,2,1,-,0,3,0,1,0,1,0,0,1,8,4,0,0,1,0,1,-,0,0,1,9,3,0,6,0,1,1,0,2,0,3,0,0,0,2,2,1,2,0
1929,47,0,-,0,0,3,1,0,0,0,0,1,-,0,0,0,2,0,0,0,0,1,6,3,0,0,0,1,0,-,0,1,0,8,2,0,8,2,1,5,0,3,0,0,0,0,0,3,1,2,0,0
1929,48,0,-,0,0,2,0,0,0,0,0,3,-,0,1,1,1,0,1,3,0,1,2,2,0,0,0,0,0,-,0,1,0,0,5,0,4,0,1,9,0,0,0,2,0,0,0,-,0,0,0,0
1929,49,1,-,0,0,2,0,0,0,0,0,1,-,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,-,0,2,0,4,3,0,7,0,1,3,0,3,0,3,0,0,0,-,0,0,1,0
1929,50,0,-,0,0,1,0,0,0,0,0,2,-,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,-,0,1,0,6,0,0,2,0,0,1,0,2,0,1,0,0,0,-,3,1,0,0
1929,51,1,-,0,1,1,2,1,0,0,1,0,-,0,0,1,2,0,0,0,0,0,1,4,1,0,0,0,1,-,0,1,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,-,1,1,0,0
1929,52,0,-,0,0,1,1,1,0,0,0,0,-,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,1,-,0,0,0,1,3,1,3,1,0,-,0,2,0,1,0,0,0,-,1,0,0,0
1930,1,0,-,0,0,2,0,0,0,0,0,1,-,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-,0,1,1,2,0,1,2,0,0,3,0,2,0,1,0,0,0,-,1,0,0,0
1930,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1930,3,1,-,0,0,2,1,0,0,0,1,0,-,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,-,0,1,0,0,0,2,0,0,2,1,0,1,1,0,1,0,0,-,0,1,0,0
1930,4,2,-,0,0,1,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,-,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0
1930,5,0,-,0,0,7,0,0,0,0,1,0,-,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,-,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1930,6,0,-,0,0,0,0,0,0,0,0,0,-,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-,0,1,0,4,0,0,3,0,1,0,0,0,1,0,2,0,0,-,0,0,1,0
1930,7,2,-,0,1,1,0,1,0,1,0,0,-,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-,0,0,2,3,2,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,0
1930,8,1,-,0,0,0,0,0,1,0,0,1,-,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-,0,1,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,-,0,0,1,0
1930,9,0,-,0,0,2,1,0,0,0,0,0,-,0,2,0,0,1,0,1,0,0,0,3,0,0,0,0,0,-,0,0,0,2,1,1,2,1,0,2,0,1,0,0,0,0,0,-,0,0,0,0
1930,10,0,-,1,0,3,0,0,0,0,2,0,-,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,0,1,0,1,0,0,2,0,1,2,0,0,0,0,2,0,0,-,0,0,0,0
1930,11,0,-,0,0,3,0,1,0,0,0,0,-,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,2,-,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,-,0,0,0,0
1930,12,1,-,0,0,2,0,0,0,1,0,1,-,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,-,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,-,0,0,0,0
1930,13,0,-,0,0,2,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,1,0,0,2,3,0,0,0,0,0,0,0,0,1,3,0,0,-,0,0,0,0
1930,14,0,-,0,0,4,0,0,0,0,0,0,-,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,-,0,1,0,0,1,0,1,0,0,1,0,3,0,1,1,1,0,-,1,0,1,0
1930,15,0,-,0,0,3,0,0,0,0,0,0,-,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,-,0,1,0,1,1,0,0,0,0,1,0,1,0,9,0,0,0,1,0,0,0,0
1930,16,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0
1930,17,0,-,0,0,3,0,0,0,0,0,0,-,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,-,0,0,1,1
1930,18,0,-,1,0,4,0,0,1,0,0,0,-,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,-,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,-,0,1,0,0
1930,19,0,-,1,0,11,0,0,0,0,0,0,-,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-,1,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0
1930,20,0,-,1,0,14,0,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,-,0,1,2,1,1,0,1,0,0,0,0,2,0,9,0,0,0,-,0,0,0,0
1930,21,2,-,1,0,11,0,0,0,0,2,0,-,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1930,22,1,-,2,0,15,0,0,0,0,0,0,-,0,0,0,0,0,0,7,0,1,0,1,1,1,0,0,0,-,0,0,0,2,2,1,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0
