"Weekly Polio Cases, 1928-1969"
"Data provided by Project Tycho, Data Version 1.0.0, released 28 November 2013."
YEAR,WEEK,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
1937,16,0,-,2,0,2,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,1,0
1937,17,0,-,0,0,2,0,1,0,0,0,0,-,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,-,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,2,0,0,0,0
1937,18,1,-,0,2,5,0,0,0,0,0,0,-,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,-,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1937,19,1,-,0,0,3,0,0,0,0,0,1,-,0,1,1,0,0,0,0,0,0,0,2,0,5,1,0,0,-,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,0,0
1937,20,0,-,0,0,2,0,0,0,0,0,0,-,0,1,1,0,0,0,1,0,0,0,2,0,2,0,0,0,-,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,0
1937,21,1,-,0,0,5,0,0,0,0,1,0,-,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,-,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1937,22,0,-,0,1,6,0,0,0,0,0,1,-,0,0,0,0,0,2,1,0,0,1,1,0,9,1,0,2,-,0,0,0,4,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0
1937,23,1,-,0,4,4,0,0,0,0,0,2,-,0,1,0,0,0,0,2,0,0,1,0,0,7,1,0,1,-,0,0,0,0,1,0,0,3,0,1,0,2,0,2,5,0,0,0,0,0,0,0
1937,24,4,-,0,3,6,0,0,0,0,0,0,-,0,0,0,0,1,0,1,0,0,3,3,0,17,1,0,0,-,0,1,0,2,3,0,1,1,2,1,0,0,0,9,6,0,0,3,0,0,1,0
1937,25,5,-,0,7,9,0,0,0,0,1,1,-,0,1,1,0,1,2,2,0,0,1,0,1,18,1,0,0,-,0,0,0,3,6,0,2,8,0,0,0,1,0,7,0,0,0,3,0,0,1,0
1937,26,2,-,1,26,7,1,0,0,0,0,4,-,1,2,0,0,2,2,7,1,0,2,1,0,30,1,0,1,-,0,2,0,2,7,0,2,7,0,1,0,1,0,19,23,0,0,1,1,1,0,0
1937,27,4,-,2,36,8,0,2,1,0,0,6,-,0,2,1,0,3,7,8,2,0,3,1,0,20,22,1,0,-,0,1,1,6,4,0,9,55,0,0,0,0,0,11,36,0,0,3,0,0,1,0
1937,28,1,-,0,36,19,1,0,0,0,0,4,-,0,8,8,1,4,5,7,0,0,2,2,1,20,4,0,4,-,1,1,0,10,8,0,14,46,0,1,0,1,0,7,52,0,1,3,0,2,0,1
1937,29,1,-,2,48,21,3,0,0,0,0,3,-,0,11,7,3,4,18,7,4,1,10,4,1,13,16,1,4,-,1,1,2,8,9,0,20,53,1,0,0,1,0,10,31,0,0,1,0,1,2,1
1937,30,1,-,1,26,34,2,2,0,1,1,2,-,0,26,15,3,7,33,5,3,7,13,10,1,13,16,0,11,-,2,5,0,11,6,0,48,28,1,6,0,1,0,6,42,0,0,5,0,4,2,1
1937,31,3,-,0,21,33,2,3,0,0,0,6,-,0,28,7,4,13,9,7,13,3,12,14,9,8,16,2,7,-,0,3,0,17,4,0,38,30,2,11,1,1,1,3,58,0,0,4,1,12,6,2
1937,32,4,-,0,19,36,8,3,0,1,2,0,-,0,32,8,8,13,2,8,8,13,25,24,5,11,16,1,14,-,1,6,2,22,6,0,45,23,1,14,2,2,0,1,45,1,2,4,0,1,10,6
1937,33,2,-,0,10,25,21,6,0,3,3,5,-,0,54,12,7,13,4,6,6,5,41,21,10,11,13,3,15,-,1,14,1,39,5,0,22,19,3,21,0,0,1,1,51,0,3,1,3,5,6,0
1937,34,4,-,2,7,44,28,7,1,3,1,4,-,0,46,7,14,15,4,4,8,7,51,31,14,8,29,1,19,-,5,8,1,64,4,0,50,25,0,22,1,1,0,5,34,1,5,2,5,7,13,10
1937,35,5,-,1,6,38,20,10,0,4,2,2,-,1,106,11,16,14,8,4,19,6,44,34,18,10,25,3,19,-,4,10,0,52,8,3,31,9,2,19,3,0,5,2,36,2,0,1,1,4,23,0
1937,36,7,-,2,12,37,21,13,5,0,4,0,-,0,130,18,26,20,4,7,12,11,44,49,30,10,36,1,27,-,0,13,1,91,1,1,66,14,4,37,0,1,4,3,21,5,1,3,2,2,19,2
1937,37,3,-,3,9,46,21,16,0,2,1,5,-,0,81,10,35,30,4,8,16,7,41,57,52,4,47,4,18,-,1,21,3,91,4,0,59,19,2,40,4,1,3,1,33,4,6,5,10,2,45,5
1937,38,1,-,0,12,35,9,11,1,6,2,1,-,2,66,10,31,36,5,5,6,9,21,63,53,9,33,4,7,-,1,21,1,61,1,1,28,13,3,66,2,0,6,1,17,2,3,4,6,3,44,8
1937,39,1,-,0,12,30,31,8,0,2,0,2,-,1,72,8,18,26,2,3,8,7,16,44,28,8,20,3,18,-,0,12,0,45,2,0,40,21,3,31,0,0,2,4,26,3,2,1,6,2,34,1
1937,40,3,-,0,7,17,15,6,0,1,2,0,-,2,37,4,18,19,0,4,10,2,7,26,17,10,20,0,11,-,2,9,0,43,3,0,7,15,2,18,0,0,1,1,29,2,2,1,11,4,15,0
1937,41,2,-,2,3,25,12,7,0,2,1,2,-,0,16,3,11,9,1,1,8,2,5,13,20,8,10,2,5,-,2,10,2,20,3,0,18,10,3,7,1,0,0,3,21,3,0,2,4,1,26,0
1937,42,1,-,0,8,17,6,4,0,1,0,0,-,1,10,0,11,6,2,5,3,1,6,12,20,12,10,0,14,-,1,5,2,29,3,2,2,2,2,6,0,2,2,3,12,0,0,1,3,1,13,1
1937,43,3,-,0,7,14,2,5,0,1,0,1,-,0,16,4,3,3,0,3,2,1,2,9,12,5,11,1,1,-,0,4,0,14,2,0,7,3,1,8,0,0,2,7,4,2,0,2,4,1,11,0
1937,44,0,-,0,1,24,1,5,0,0,1,1,-,0,18,2,15,2,0,4,1,0,1,1,10,5,3,0,7,-,0,6,2,10,2,1,2,2,2,3,0,0,1,4,3,1,0,1,1,0,7,0
1937,45,1,-,0,3,14,0,2,0,0,1,2,-,0,4,0,3,1,0,5,0,0,2,3,4,5,2,1,1,-,0,3,1,5,2,0,1,1,4,4,1,1,3,0,9,0,0,1,5,0,4,0
1937,46,3,-,0,3,12,4,0,0,0,3,1,-,0,4,1,4,2,0,1,0,1,3,5,2,7,4,0,3,-,0,2,0,7,0,0,0,1,4,0,1,0,1,0,2,1,0,0,2,0,1,0
1937,47,2,-,0,3,11,2,0,0,0,0,0,-,0,2,0,0,1,0,2,1,0,0,3,2,6,5,0,0,-,0,0,0,7,1,0,1,0,0,2,0,0,1,2,2,1,0,0,2,1,1,0
1937,48,4,-,1,0,9,3,1,0,0,0,0,-,1,6,0,1,0,9,1,0,0,1,3,4,1,5,0,0,-,0,0,0,4,1,0,1,2,1,2,0,0,0,0,6,0,0,1,4,0,5,0
1937,49,0,-,0,1,3,0,0,0,0,0,2,-,0,2,1,1,0,1,0,0,0,0,1,4,3,2,0,0,-,0,0,1,2,0,0,2,1,0,2,0,0,0,2,7,1,0,1,1,0,2,0
1937,50,1,-,0,2,5,0,0,0,0,1,1,-,0,0,0,0,1,1,2,1,1,0,0,2,1,1,1,0,-,0,1,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,1,0,1,0,0
1937,51,1,-,0,0,0,0,0,0,0,0,1,-,1,0,0,0,1,0,2,0,0,0,0,3,5,1,0,1,-,0,0,0,0,0,0,0,2,0,1,0,0,1,1,2,0,0,0,1,1,0,0
1937,52,1,-,0,3,5,1,0,0,0,1,0,-,0,4,0,0,0,1,0,0,0,0,4,2,4,1,0,1,-,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0
1938,1,0,-,1,1,2,0,0,0,0,0,1,-,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-,0,0,0,1,2,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1938,2,1,-,0,2,2,0,1,0,0,1,0,-,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1938,3,2,-,0,1,1,0,0,0,0,0,2,-,0,1,1,1,1,1,1,0,0,1,0,2,1,0,0,0,-,0,0,1,2,1,0,2,2,2,1,0,1,0,1,1,0,0,0,1,1,1,0
1938,4,1,-,0,1,4,0,0,0,0,1,0,-,0,3,0,0,0,2,1,0,1,0,0,1,1,1,0,0,-,0,1,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0
1938,5,0,-,1,0,3,0,0,0,0,0,0,-,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,0,-,1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,1,1,0
1938,6,0,-,0,0,2,0,0,0,0,0,2,-,0,1,0,0,0,4,0,0,0,0,1,0,5,0,1,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1938,7,0,-,0,0,2,1,0,0,0,2,0,-,3,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,-,0,1,0,0,2,0,1,1,2,0,0,0,0,1,2,0,0,0,1,1,0,0
1938,8,2,-,0,2,1,0,0,0,1,1,0,-,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,-,0,0,2,1,2,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,0,0
1938,9,1,-,1,0,2,0,0,0,0,0,0,-,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,-,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0
1938,10,1,-,0,0,1,0,0,0,0,0,3,-,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,-,0,1,0,2,4,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0
1938,11,1,-,0,1,6,1,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,0,0,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,3,1,0,0,0
1938,12,1,-,0,1,0,0,0,0,0,0,1,-,0,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,-,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1938,13,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,1,0,0,0,1,0,9,1,0,0,-,0,0,0,1,2,1,1,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0
1938,14,0,-,0,0,1,0,0,0,0,0,1,-,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,-,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1938,15,1,-,0,1,2,0,0,0,0,0,0,-,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0
1938,16,0,-,0,0,0,1,0,0,0,0,1,-,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,-,0,2,0,0,1,0,2,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0
1938,17,1,-,0,1,0,0,1,0,0,1,3,-,0,2,0,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,1,1,2,0
1938,18,1,-,1,1,0,0,0,0,0,1,1,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1938,19,1,-,0,1,0,0,0,0,0,1,0,-,0,0,2,1,0,1,0,0,0,0,1,0,1,0,1,0,-,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1938,20,1,-,0,0,2,0,0,0,0,3,0,-,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1938,21,2,-,0,0,2,0,0,0,0,1,1,-,0,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,-,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1938,22,1,-,0,1,2,1,0,0,0,3,0,-,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-,0,0,-,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0
1938,23,2,-,0,0,1,0,0,0,0,1,0,-,0,2,0,0,0,0,3,0,1,0,1,0,4,0,0,0,-,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0
1938,24,3,-,0,1,1,0,1,0,0,0,1,-,0,3,0,0,0,1,1,0,0,0,0,0,3,1,0,0,-,0,0,0,6,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1938,25,6,-,1,4,6,0,1,0,0,1,2,-,0,1,1,0,1,2,3,0,0,1,0,1,11,1,0,0,-,0,0,0,2,4,1,2,5,0,0,0,1,1,4,0,0,0,3,0,1,1,0
1938,26,4,-,1,13,4,1,0,0,0,1,4,-,1,3,0,1,1,2,5,1,0,1,1,0,17,1,0,1,-,0,1,0,2,5,1,2,4,0,1,0,1,1,10,12,0,0,2,1,1,0,0
1938,27,5,-,1,0,4,0,0,0,0,0,1,-,0,2,1,2,0,1,0,2,0,1,0,0,3,1,0,0,-,0,0,0,10,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0
1938,28,2,-,1,18,12,1,0,0,1,1,3,-,0,5,5,1,2,3,4,0,0,2,3,1,12,3,0,2,-,1,2,1,6,5,0,8,24,0,1,1,1,1,5,27,0,1,4,0,1,0,1
1938,29,1,-,1,24,15,2,1,0,0,1,3,-,0,6,4,2,2,10,5,2,1,6,5,1,8,8,1,3,-,1,1,2,5,5,0,10,27,1,1,0,1,1,6,17,0,0,2,0,1,1,1
1938,30,4,-,1,15,20,1,2,0,1,1,3,-,0,15,8,2,4,17,4,2,4,8,6,1,7,9,0,6,-,1,3,0,8,4,0,27,14,1,3,1,2,1,4,22,0,0,5,0,2,1,1
1938,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1938,32,3,-,0,10,21,5,2,0,2,2,0,-,0,20,4,5,7,2,5,4,7,13,13,5,6,8,1,7,-,1,5,1,16,4,1,23,12,1,8,1,2,1,1,23,1,1,3,0,1,6,3
1938,33,3,-,0,6,18,11,3,0,3,2,3,-,0,31,6,5,7,3,4,4,4,21,11,8,7,7,2,8,-,1,9,1,24,5,1,11,10,2,13,0,0,1,1,27,0,2,1,2,3,4,0
1938,34,-,-,0,-,3,0,0,0,17,0,3,-,0,7,0,8,0,0,0,0,0,5,-,4,-,-,48,8,-,0,5,0,5,3,0,3,2,0,3,8,-,15,4,-,0,14,8,0,0,14,0
1938,35,4,-,1,3,21,10,6,0,3,2,1,-,1,55,6,9,7,4,2,10,3,23,20,10,6,13,3,10,-,2,7,0,33,5,2,17,5,2,11,2,0,3,2,19,1,0,2,1,3,15,0
1938,36,6,-,1,6,21,11,8,3,1,2,1,-,0,70,10,15,10,2,4,7,6,23,27,17,5,18,1,14,-,0,8,1,50,1,1,34,7,2,23,0,2,2,2,12,3,1,3,1,1,11,1
1938,37,5,-,0,0,2,1,1,1,5,1,2,-,1,3,0,3,0,1,0,0,1,0,5,6,6,0,0,0,-,0,3,1,8,0,0,0,2,0,5,0,0,2,0,2,0,1,2,1,0,2,0
1938,38,4,-,0,1,2,0,0,0,2,0,1,-,1,6,0,2,0,0,0,0,1,1,4,4,0,3,2,0,-,0,3,1,5,1,0,1,0,0,8,0,1,2,1,0,0,0,2,1,0,6,0
1938,39,4,-,0,0,7,0,5,0,0,0,0,-,0,6,1,1,0,0,0,0,1,2,2,0,0,0,0,0,-,0,1,0,7,0,0,4,2,0,3,0,1,1,0,2,0,0,1,0,1,0,0
1938,40,2,-,0,4,9,9,4,0,1,1,1,-,1,20,4,10,10,0,2,5,1,4,14,10,5,11,0,6,-,1,5,0,23,2,0,5,8,1,15,0,1,1,2,16,1,1,2,6,3,9,0
1938,41,1,-,0,3,4,3,2,0,1,1,1,-,0,1,0,1,0,1,0,0,0,0,3,1,0,0,0,0,-,0,4,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1938,42,2,-,0,4,10,3,2,0,1,1,1,-,1,6,1,6,3,1,3,2,2,4,7,11,6,5,0,8,-,1,3,2,17,2,1,1,1,1,3,0,1,2,2,6,1,0,3,3,1,7,1
1938,43,3,-,1,4,7,2,3,0,2,0,1,-,1,9,2,3,2,1,2,1,2,2,5,6,4,6,1,1,-,0,2,0,8,1,0,5,2,1,5,0,0,2,4,3,1,0,3,2,1,6,0
1938,44,1,-,1,1,13,1,3,0,0,1,1,-,0,10,1,8,1,1,3,1,0,1,2,5,3,2,0,4,-,0,3,1,7,2,1,2,3,1,5,0,0,1,2,2,1,0,1,1,0,4,0
1938,45,0,-,1,1,0,0,0,0,0,0,1,-,0,0,0,1,0,0,0,3,0,0,2,0,2,1,0,0,-,0,0,0,3,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0
1938,46,2,-,0,2,7,2,0,1,0,2,1,-,1,3,1,2,1,1,1,0,1,2,3,1,4,3,0,2,-,0,2,0,5,1,0,0,1,2,2,1,1,1,1,2,1,1,1,1,0,1,0
1938,47,2,-,0,2,6,1,0,0,0,0,1,-,0,1,0,0,1,0,1,1,0,0,2,2,3,4,0,0,-,0,1,0,4,1,0,2,0,0,5,0,0,1,2,2,1,0,0,1,1,1,0
1938,48,3,-,1,1,6,2,1,0,1,0,1,-,1,3,0,1,0,0,1,0,0,1,2,2,2,3,0,0,-,0,0,0,4,1,0,1,1,1,1,0,1,0,0,3,0,0,1,2,1,3,0
1938,49,2,-,0,1,4,0,0,0,0,0,2,-,0,2,1,1,0,1,0,0,0,0,1,2,2,2,0,0,-,0,1,1,2,1,1,2,1,1,1,0,0,0,2,4,1,0,1,1,0,1,0
1938,50,1,-,0,2,3,0,1,0,0,1,1,-,0,1,0,1,1,1,1,1,1,0,0,2,1,1,1,1,-,0,1,0,0,1,0,1,2,2,1,1,2,0,0,2,0,0,1,0,1,0,0
1938,51,2,-,0,0,1,0,0,0,0,1,1,-,1,0,0,0,1,0,2,0,0,0,0,2,3,1,0,1,-,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,1,1,0,0
1938,52,1,-,0,3,0,0,0,0,1,1,1,-,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0
1939,1,0,-,1,1,1,0,0,0,0,0,2,-,1,2,0,0,1,1,1,0,0,1,0,1,0,0,0,2,-,0,0,0,1,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1939,2,1,-,0,1,3,0,1,0,0,1,0,-,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,-,0,0,0,1,1,0,2,0,1,0,0,0,1,1,2,0,0,0,1,0,1,0
1939,3,2,-,0,1,1,0,0,0,0,0,2,-,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-,0,1,1,1,0,0,3,1,2,1,0,1,0,1,1,0,0,1,1,0,1,0
1939,4,0,-,0,0,0,0,0,0,0,9,0,-,0,-,0,0,0,-,7,0,0,0,0,0,0,0,9,0,-,0,-,0,0,-,0,0,0,0,0,0,-,0,0,-,0,0,0,0,5,0,0
1939,5,1,-,0,0,0,1,0,0,0,0,1,-,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,-,0,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,0
1939,6,2,-,0,1,2,0,0,0,0,1,0,-,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,-,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1939,7,0,-,0,0,0,0,0,0,0,0,1,-,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,-,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
1939,8,3,-,0,1,0,0,0,0,0,1,1,-,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0
1939,9,1,-,0,0,2,0,0,0,0,0,0,-,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1939,10,0,-,0,0,1,0,0,0,0,0,0,-,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,-,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0
1939,11,0,-,1,0,1,0,0,0,0,1,0,-,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1939,12,1,-,1,1,0,0,0,0,0,2,0,-,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0
1939,13,0,-,0,0,0,0,0,0,0,1,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,14,0,-,1,2,0,0,0,0,0,1,1,-,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-,0,0,0,3,0,0,1,0,1,1,0,5,0,1,0,0,0,0,0,1,0,0
1939,15,0,-,1,0,3,0,0,0,0,0,0,-,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,1,0,0
1939,16,0,-,1,0,1,0,0,0,0,1,0,-,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,-,0,0,0,6,1,0,9,2,0,0,0,6,0,0,2,0,0,1,0,0,0,0
1939,17,2,-,1,1,2,0,0,0,0,1,3,-,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-,0,1,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,1,1,1,1,0
1939,18,1,-,1,1,2,0,0,0,0,2,2,-,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-,0,0,0,2,1,0,1,1,0,1,0,7,0,0,1,0,0,1,0,0,1,0
1939,19,1,-,0,1,2,0,0,0,0,4,3,-,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,-,0,1,1,1,2,0,1,0,1,0,0,11,1,0,1,0,0,0,0,0,0,0
1939,20,1,-,0,1,3,0,0,0,0,2,0,-,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,-,0,0,0,1,1,0,0,0,0,0,0,14,0,1,2,0,0,1,0,0,0,0
1939,21,0,-,2,0,2,0,0,0,0,1,3,-,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,-,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0
1939,22,1,-,7,0,17,0,1,0,0,1,1,-,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,1,0,2,1,0,0,0,1,0,0,22,0,0,2,0,0,0,0,0,1,0
1939,23,0,-,3,0,4,0,0,0,0,3,1,-,0,1,0,0,2,1,1,0,0,0,0,1,2,0,0,1,-,0,0,0,2,0,0,0,0,0,1,0,27,0,0,4,0,0,0,0,0,0,0
1939,24,0,-,4,0,13,1,1,0,0,1,5,-,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-,0,0,1,4,2,0,0,0,1,1,0,28,0,0,2,0,0,0,0,0,0,0
1939,25,2,-,6,3,14,3,0,0,0,1,3,-,0,2,1,0,0,0,0,0,0,1,2,1,0,0,0,1,-,0,0,0,1,3,0,0,1,0,1,0,30,0,2,3,0,0,2,0,0,0,0
1939,26,1,-,1,1,16,1,0,0,0,0,4,-,0,2,0,0,0,0,0,1,0,1,2,0,0,0,1,0,-,0,0,1,3,3,0,1,1,0,0,0,29,0,1,9,1,0,0,0,0,0,0
1939,27,4,-,1,0,11,0,1,0,0,2,6,-,0,1,1,1,0,1,0,1,0,1,2,0,2,1,0,0,-,0,1,0,3,4,0,1,2,1,0,0,10,0,1,2,0,1,1,0,0,1,1
1939,28,2,-,1,1,45,1,0,0,0,3,5,-,0,5,1,0,0,3,1,0,0,1,5,6,0,1,0,1,-,0,2,1,6,3,2,5,1,0,0,0,20,0,2,15,1,0,1,0,0,2,0
1939,29,0,-,0,1,51,2,1,0,0,3,5,-,0,6,0,0,0,1,1,0,0,1,17,1,1,2,0,1,-,0,1,1,7,3,1,2,0,0,5,0,12,0,1,7,0,0,1,0,2,0,0
1939,30,2,-,3,1,46,1,1,0,0,2,5,-,0,7,0,0,3,4,0,0,0,2,29,4,0,3,0,2,-,0,3,0,11,8,1,3,3,1,4,0,12,0,2,10,1,0,3,0,0,0,0
1939,31,1,-,3,4,57,1,0,0,0,1,5,-,0,4,1,3,4,2,0,0,1,2,46,4,1,0,0,6,-,0,3,1,13,2,0,3,0,1,3,0,17,0,3,14,0,0,3,1,0,0,0
1939,32,4,-,49,0,42,14,9,0,0,6,5,-,0,3,-,2,17,10,0,0,0,5,82,45,5,-,0,8,-,0,4,25,4,10,7,7,4,0,4,8,38,0,0,8,0,13,4,0,0,5,0
1939,33,0,-,1,1,55,3,3,2,4,3,4,-,0,13,2,0,3,3,1,0,1,6,87,39,1,1,0,0,-,0,12,1,39,7,0,3,1,2,15,0,15,0,3,11,0,0,0,1,0,0,0
1939,34,1,-,3,1,50,3,0,0,1,2,4,-,0,14,0,1,1,1,1,0,1,2,115,38,1,2,0,0,-,0,20,3,60,9,2,2,1,1,10,0,16,3,2,10,2,0,1,1,0,6,0
1939,35,1,-,8,2,50,1,1,0,1,7,2,-,1,9,2,2,3,3,0,0,1,3,109,60,0,0,0,2,-,0,10,2,100,8,1,11,2,2,44,0,6,1,3,8,1,2,0,1,2,7,0
1939,36,0,-,5,1,45,5,4,0,3,1,0,-,0,13,3,2,0,3,1,0,2,5,66,46,0,0,0,1,-,3,43,3,88,9,1,17,2,4,20,0,12,0,3,12,0,2,5,0,1,5,0
1939,37,1,-,8,1,42,18,1,0,1,4,0,-,0,16,6,12,4,9,0,0,1,4,61,60,2,2,0,5,-,0,28,8,116,3,1,13,1,2,41,1,5,2,0,12,4,0,3,1,0,2,0
